"id_survey","date_of_survey","ticket_system","overall_rating","customer_service","features","value_for_money","ease_of_use","likelihood_to_recommend","overall_text"
"T_02065",2024-11-18,"Zendesk",4,3,5,4,4,8,"Pros:Zendesk is the most frequently used helpdesk software to better comprehend client issues. It has excellent characteristics including multi-channel assistance such as email, phone, chat and social media help. It has a very solid accounting and sophisticated analytics that helps to comprehend the customer's needs. It focuses primarily on the customer's demands. It has very excellent customer-facing user interface and very user-friendly alternatives for navigating across distinct alternatives and interactive workflow that enables us fully comprehend the pending issues."
"T_02162",2024-11-20,"Zendesk",4,4,4,4,5,9,"It has made our support much easier and faster."
"T_00919",2024-10-24,"Zendesk",5,3,4,4,4,5,"Een fijn programma om mee te werken, vooral door de overzichtelijkheid."
"T_01526",2024-11-08,"Freshdesk",,,,,,,
"T_03023",2024-12-05,"Jira Service Management",,,,,,,
"T_04057",2024-12-19,"Zendesk",5,0,5,4,5,8,"Pros:The format of the ticket interface lends its self to serving email based communications very well. At a glance I can easily see all tickets sent by a specific requester or business and prioritize based on the severity of the issues being described. The help center and chat button that can be integrated into custom applications can be a game changer when it comes to self service. Inbound and outbound call recordings are super critical especially for our finance team to ensure we have a reliable means of keeping proof of what was said."
"T_01258",2024-11-02,"Jira Service Management",,,,,,,
"T_02059",2024-11-18,"Zendesk",,,,,,,
"T_03300",2024-12-09,"Zendesk",,,,,,,
"T_02030",2024-11-18,"Zoho Desk",,,,,,,
"T_00206",2024-10-06,"Zoho Desk",5,5,5,5,5,8,"Pros:We used a Zoho desk as an ITSM tool for SOC and IT ticket management. It helps us to manage and track the status of ongoing requests and issues."
"T_04524",2024-12-26,"Zoho Desk",4,4,5,5,5,8,"I can handle and access the tool on any of my computers and it makes it not a risky or tedious job to leave all the valuable information about our company in their hands. We fully trust the tool"
"T_00225",2024-10-06,"Zendesk",,,,,,,
"T_03511",2024-12-12,"Zoho Desk",5,4,4,4,4,10,"Interactions with customer, agents than live in others countriesEasy access from mobile, laptop in any place"
"T_04352",2024-12-23,"Zendesk",4,2,4,4,3,6,"I've used Zendesk for a while, and one of my favorite features is how adaptable it is.Different teams, each with their own set of contractual agreements, timetables, and forms, can use it.The system is tailorable, which keeps us loyal customers. Some platforms resist updating and adding new features."
"T_02279",2024-11-23,"Freshdesk",,,,,,,
"T_03603",2024-12-13,"Zoho Desk",5,4,5,4,5,7,"Pros:The user friendliness of this software amazes my team every day. A long time search has come to an end."
"T_01374",2024-11-05,"Zendesk",5,5,4,4,5,7,"Overall, Zendesk makes customer service more efficient. As a manager, I'm able to see my employees satisfaction ratings, how long they spent that day answering emails, how long it takes them in general to answer an email, how long they spent on the phone, etc. Zendesk has been great in streamlining my customer service team while also optimizing the customer's experience."
"T_02038",2024-11-18,"Freshdesk",,,,,,,
"T_01324",2024-11-04,"Freshdesk",,,,,,,
"T_01627",2024-11-10,"Freshdesk",,,,,,,
"T_04543",2024-12-26,"Freshdesk",5,4,4,5,4,9,"Overall, it has been a great tool for us over the years. Most all the features that the industry leader has without the high cost."
"T_02067",2024-11-18,"Zendesk",,,,,,,
"T_02036",2024-11-18,"Freshdesk",,,,,,,
"T_02544",2024-11-28,"Jira Service Management",5,4,4,4,5,8,"a complete view of our current team status"
"T_02669",2024-12-01,"Zoho Desk",,,,,,,
"T_02409",2024-11-26,"Zoho Desk",,,,,,,
"T_01253",2024-11-02,"Zendesk",5,3,4,4,5,7,"My customers and employees don't have to wait long to get answers to their concerns. They have all the information they want in real time."
"T_00718",2024-10-19,"Zoho Desk",,,,,,,
"T_02061",2024-11-18,"Zendesk",,,,,,,
"T_03904",2024-12-17,"Freshdesk",,,,,,,
"T_00710",2024-10-18,"otrs",5,4,5,5,5,8,"Efficient tracking of requests in the form of tickets"
"T_04049",2024-12-19,"Freshdesk",,,,,,,
"T_00831",2024-10-22,"Zoho Desk",,,,,,,
"T_01469",2024-11-07,"Freshdesk",4,5,4,5,5,7,"It has been a great experience so far.We came from the old BMC remedy and we were looking for a modern ticketing solution. Freshdesk was a very refreshing update and made our life much easier."
"T_01746",2024-11-12,"Zendesk",4,3,5,5,3,6,"Overall, Zendesk has been great for us, though I do find it difficult to configure and administer."
"T_02439",2024-11-26,"Zendesk",,,,,,,
"T_01030",2024-10-27,"Freshdesk",5,4,5,5,5,9,"Happy, good support and account management and good value for money compared to other services in the market"
"T_00832",2024-10-22,"Zoho Desk",5,2,4,5,5,7,"Pros:Love how easy it is to setup and integrate with other zoho apps like crm and subscriptions which we also use."
"T_04487",2024-12-25,"Freshdesk",5,5,5,5,5,7,"I have been very pleased as is everyone else in my office."
"T_03611",2024-12-13,"Freshdesk",5,3,4,5,4,6,"It works quite well and meets our help desk requirements."
"T_04143",2024-12-20,"Zendesk",,,,,,,
"T_02856",2024-12-03,"Zendesk",5,5,5,5,5,7,"I must say that, over all it is amazing and fantastic! and I'll bet our agents have the same thought as mine since this tool is really easy to use."
"T_00102",2024-10-03,"Freshdesk",4,2,4,4,4,8,"Pros:It is easy to manage.Integration with Azure AD.Multi factor authentication.Support ticket management, inventory management, change management etc."
"T_00461",2024-10-12,"Freshdesk",,,,,,,
"T_00217",2024-10-06,"Freshdesk",,,,,,,
"T_03044",2024-12-06,"Zoho Desk",4,1,4,3,4,8,"Pros:The User Interface is very well thought out and works on all screen sizes and the overall user experience is a breeze."
"T_03901",2024-12-17,"Freshdesk",,,,,,,
"T_01267",2024-11-03,"Zoho Desk",3,0,3,3,3,1,"Pros:It has some very good features and you can really setup the customer support in few minutes using Zoho desk."
"T_01331",2024-11-04,"Zendesk",4,4,5,4,4,7,"Pros:We've been zendesk chat for almost 3 years now without any issues.The free version itself gives most of the basic functionality. But if your service is vast, and requires multiple executives to attend to chat queries, the free version may be limiting. Zendesk is very easy to configure on your application and very intuitive."
"T_00407",2024-10-10,"Jira Service Management",5,5,5,5,5,8,"Pros:Integration with other atlassian products. Being able to access information in Jira and Confluence for JSD streamlines our support processes."
"T_00422",2024-10-11,"Zoho Desk",,,,,,,
"T_01856",2024-11-14,"ServiceNow",5,4,4,5,4,8,"Pros:Ease of setup and then all the different3rd party vendors it can integrate into. Makes this an easy sell to any company."
"T_01129",2024-10-29,"ServiceNow",5,3,5,5,3,7,"Pros:I love that we were able to implement catalog services to hel automate various processes."
"T_01637",2024-11-10,"Zendesk",4,3,5,4,5,9,"Being able to quickly and efficiently organize client emails and responses. I am able to prioritize who to contact when helping a client with an inquiry. I am also able to quickly respond to clients using the handy maco tools and canned emails."
"T_04132",2024-12-20,"Zendesk",4,3,4,3,5,5,"Pros:Zendesk is a quality, best of class solution for Help Desk, customer support, and knowledge base. We primarily use their knowledge base which is an absolute breeze to setup and integrate.It also offers easy customization and administration of content."
"T_04043",2024-12-19,"Freshdesk",5,2,5,5,5,10,"I have managed to create incident control policies in a centralized way and at a cost below, since it is managed in the cloud and it is possible to access it from anywhere. In addition, my clients do not need great knowledge of IT and can through the apps, access the ticket portal from virtually any platform (facebook, twitter, among others) thanks to its natural integration."
"T_03661",2024-12-14,"Zoho Desk",4,5,4,5,4,7,"Pros:Value for money and the work flow functionality."
"T_01761",2024-11-12,"Jira Service Management",5,4,4,4,4,9,"Jira - A Tool that is a combination of ticket creation and tracking, bug management, Incident Management, and customer support. All support and features are very helpful."
"T_02150",2024-11-20,"Zendesk",,,,,,,
"T_00600",2024-10-16,"Zendesk",,,,,,,
"T_00155",2024-10-04,"Jira Service Management",4,2,4,4,4,8,"Robust and costumizable itsm solution adaptative for all organizations"
"T_01372",2024-11-05,"Freshdesk",,,,,,,
"T_01867",2024-11-15,"Zoho Desk",4,4,4,4,4,8,"Pros:I used it for managing marketing activities, Workflow automation is one of the features I like the most, even I create the customized Workflow for different communication channels and manage how we want to manage our customers in different stages...Very Nice feature"
"T_01000",2024-10-26,"Zendesk",5,3,5,5,5,7,"Has lot of great features to provide great customer support."
"T_03188",2024-12-08,"Zoho Desk",5,3,5,5,4,8,"all under one roof, process is simplified and you dont have to wait for update mails, it all there at click of button"
"T_00985",2024-10-26,"Freshdesk",5,4,4,5,5,9,"We needed to migrate from a support solution that was bought out by Microsoft.Microsoft CRM Dynamics was too expensive, so we reviewed over a dozen solution providers.The Freshworks team worked with us to ensure we had a successful implementation (3 months - part time).They were also very receptive to our feedback and have incorporated those ideas into Freshdesk.We just got done adding another SSL certificate for our latest product's portal.The support team came through again with flying colors!"
"T_01936",2024-11-16,"Freshdesk",5,4,5,5,4,9,"Pros:Freshdesk makes it so much easier to handle tickets in our company, customers can simply send emails to our support team and tickets are created and then allocated to the relevant people.We are also able to respond to tickets via the Freshdesk Dashboard and it will come through the customer as a reply."
"T_03887",2024-12-17,"Zoho Desk",,,,,,,
"T_04013",2024-12-19,"Zoho Desk",5,4,4,5,5,8,"Overall, zoho makes life easier. Ai assisted chats are helpful if you are set up properly. Most importantly, it is user friendly and you do not need special training to be able to set it up, thay have it all in their help page.Zoho also is not sensitive to IP addresses, it is accessible everywhere and is very helpful to companies that employ remote workers."
"T_02771",2024-12-02,"Zendesk",4,4,5,5,5,8,"With Zendesk we are able to provide an interactive website as its connected to our website,clients can get help online as they will be viewing our website."
"T_01490",2024-11-07,"Zendesk",5,4,5,3,5,8,"Pros:Open API, forward looking company, apps apps and more apps."
"T_03980",2024-12-18,"Zendesk",,,,,,,
"T_03336",2024-12-10,"Zoho Desk",5,4,5,5,5,8,"Pros:Zoho Desk has been incredibly easy to trial, setup and integrate into our workflow, quickly becoming the center of our support activities and obsoleting older tools."
"T_00233",2024-10-06,"Jira Service Management",,,,,,,
"T_04321",2024-12-23,"Zoho Desk",,,,,,,
"T_02127",2024-11-19,"Zendesk",,,,,,,
"T_02200",2024-11-21,"Zendesk",,,,,,,
